DBN,School,Grade,Year,Category,Number,avg_score
24Q005,I.S. 5 - The Walter Crowley Intermediate School,All Grades,2013,All Students,1473,304
24Q005,I.S. 5 - The Walter Crowley Intermediate School,All Grades,2014,All Students,1560,305
24Q005,I.S. 5 - The Walter Crowley Intermediate School,All Grades,2015,All Students,1694,309
24Q005,I.S. 5 - The Walter Crowley Intermediate School,All Grades,2016,All Students,1748,311
24Q005,I.S. 5 - The Walter Crowley Intermediate School,All Grades,2017,All Students,1748,316
24Q005,I.S. 5 - The Walter Crowley Intermediate School,All Grades,2018,All Students,1718,608
24Q007,P.S. 007 Louis F. Simeone,All Grades,2013,All Students,304,307
24Q007,P.S. 007 Louis F. Simeone,All Grades,2014,All Students,289,305
24Q007,P.S. 007 Louis F. Simeone,All Grades,2015,All Students,251,303
24Q007,P.S. 007 Louis F. Simeone,All Grades,2016,All Students,249,311
24Q007,P.S. 007 Louis F. Simeone,All Grades,2017,All Students,236,309
24Q007,P.S. 007 Louis F. Simeone,All Grades,2018,All Students,218,603
24Q012,P.S. 012 James B. Colgate,All Grades,2013,All Students,624,311
24Q012,P.S. 012 James B. Colgate,All Grades,2014,All Students,638,311
24Q012,P.S. 012 James B. Colgate,All Grades,2015,All Students,622,311
24Q012,P.S. 012 James B. Colgate,All Grades,2016,All Students,633,318
24Q012,P.S. 012 James B. Colgate,All Grades,2017,All Students,594,315
24Q012,P.S. 012 James B. Colgate,All Grades,2018,All Students,584,606
24Q013,P.S. 013 Clement C. Moore,All Grades,2013,All Students,664,307
24Q013,P.S. 013 Clement C. Moore,All Grades,2014,All Students,720,304
24Q013,P.S. 013 Clement C. Moore,All Grades,2015,All Students,746,304
24Q013,P.S. 013 Clement C. Moore,All Grades,2016,All Students,752,306
24Q013,P.S. 013 Clement C. Moore,All Grades,2017,All Students,758,305
24Q013,P.S. 013 Clement C. Moore,All Grades,2018,All Students,789,600
24Q014,P.S. 014 Fairview,All Grades,2013,All Students,844,293
24Q014,P.S. 014 Fairview,All Grades,2014,All Students,862,294
24Q014,P.S. 014 Fairview,All Grades,2015,All Students,851,288
24Q014,P.S. 014 Fairview,All Grades,2016,All Students,893,295
24Q014,P.S. 014 Fairview,All Grades,2017,All Students,931,291
24Q014,P.S. 014 Fairview,All Grades,2018,All Students,883,593
24Q016,P.S. Q016 The Nancy DeBenedittis School,All Grades,2013,All Students,928,299
24Q016,P.S. Q016 The Nancy DeBenedittis School,All Grades,2014,All Students,952,297
24Q016,P.S. Q016 The Nancy DeBenedittis School,All Grades,2015,All Students,995,295
24Q016,P.S. Q016 The Nancy DeBenedittis School,All Grades,2016,All Students,986,298
24Q016,P.S. Q016 The Nancy DeBenedittis School,All Grades,2017,All Students,968,293
24Q016,P.S. Q016 The Nancy DeBenedittis School,All Grades,2018,All Students,919,593
24Q019,P.S. 019 Marino Jeantet,All Grades,2013,All Students,961,294
24Q019,P.S. 019 Marino Jeantet,All Grades,2014,All Students,880,294
24Q019,P.S. 019 Marino Jeantet,All Grades,2015,All Students,874,296
24Q019,P.S. 019 Marino Jeantet,All Grades,2016,All Students,890,302
24Q019,P.S. 019 Marino Jeantet,All Grades,2017,All Students,907,297
24Q019,P.S. 019 Marino Jeantet,All Grades,2018,All Students,933,595
24Q049,P.S. 049 Dorothy Bonawit Kole,All Grades,2013,All Students,704,314
24Q049,P.S. 049 Dorothy Bonawit Kole,All Grades,2014,All Students,729,315
24Q049,P.S. 049 Dorothy Bonawit Kole,All Grades,2015,All Students,759,315
24Q049,P.S. 049 Dorothy Bonawit Kole,All Grades,2016,All Students,748,319
24Q049,P.S. 049 Dorothy Bonawit Kole,All Grades,2017,All Students,756,321
24Q049,P.S. 049 Dorothy Bonawit Kole,All Grades,2018,All Students,717,609
24Q058,P.S. 58 - The School of Heroes,All Grades,2013,All Students,573,306
24Q058,P.S. 58 - The School of Heroes,All Grades,2014,All Students,561,310
24Q058,P.S. 58 - The School of Heroes,All Grades,2015,All Students,521,314
24Q058,P.S. 58 - The School of Heroes,All Grades,2016,All Students,527,315
24Q058,P.S. 58 - The School of Heroes,All Grades,2017,All Students,527,313
24Q058,P.S. 58 - The School of Heroes,All Grades,2018,All Students,527,607
24Q061,I.S. 061 Leonardo Da Vinci,All Grades,2013,All Students,2261,284
24Q061,I.S. 061 Leonardo Da Vinci,All Grades,2014,All Students,2288,287
24Q061,I.S. 061 Leonardo Da Vinci,All Grades,2015,All Students,2138,289
24Q061,I.S. 061 Leonardo Da Vinci,All Grades,2016,All Students,2053,294
24Q061,I.S. 061 Leonardo Da Vinci,All Grades,2017,All Students,2041,298
24Q061,I.S. 061 Leonardo Da Vinci,All Grades,2018,All Students,2124,596
24Q068,P.S. 068 Cambridge,All Grades,2013,All Students,355,296
24Q068,P.S. 068 Cambridge,All Grades,2014,All Students,331,289
24Q068,P.S. 068 Cambridge,All Grades,2015,All Students,314,295
24Q068,P.S. 068 Cambridge,All Grades,2016,All Students,331,305
24Q068,P.S. 068 Cambridge,All Grades,2017,All Students,337,300
24Q068,P.S. 068 Cambridge,All Grades,2018,All Students,299,601
24Q071,P.S. 071 Forest,All Grades,2013,All Students,464,301
24Q071,P.S. 071 Forest,All Grades,2014,All Students,432,300
24Q071,P.S. 071 Forest,All Grades,2015,All Students,407,300
24Q071,P.S. 071 Forest,All Grades,2016,All Students,388,308
24Q071,P.S. 071 Forest,All Grades,2017,All Students,387,305
24Q071,P.S. 071 Forest,All Grades,2018,All Students,339,598
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,All Grades,2013,All Students,1548,297
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,All Grades,2014,All Students,1658,301
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,All Grades,2015,All Students,1838,303
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,All Grades,2016,All Students,1915,309
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,All Grades,2017,All Students,1977,312
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,All Grades,2018,All Students,1911,606
24Q077,I.S. 077,All Grades,2013,All Students,1029,288
24Q077,I.S. 077,All Grades,2014,All Students,1022,287
24Q077,I.S. 077,All Grades,2015,All Students,999,287
24Q077,I.S. 077,All Grades,2016,All Students,927,291
24Q077,I.S. 077,All Grades,2017,All Students,935,295
24Q077,I.S. 077,All Grades,2018,All Students,924,596
24Q081,P.S. 81Q Jean Paul Richter,All Grades,2013,All Students,521,292
24Q081,P.S. 81Q Jean Paul Richter,All Grades,2014,All Students,522,291
24Q081,P.S. 81Q Jean Paul Richter,All Grades,2015,All Students,483,296
24Q081,P.S. 81Q Jean Paul Richter,All Grades,2016,All Students,424,304
24Q081,P.S. 81Q Jean Paul Richter,All Grades,2017,All Students,341,304
24Q081,P.S. 81Q Jean Paul Richter,All Grades,2018,All Students,312,599
24Q087,P.S./I.S. 087 Middle Village,All Grades,2013,All Students,380,301
24Q087,P.S./I.S. 087 Middle Village,All Grades,2014,All Students,367,302
24Q087,P.S./I.S. 087 Middle Village,All Grades,2015,All Students,319,304
24Q087,P.S./I.S. 087 Middle Village,All Grades,2016,All Students,313,311
24Q087,P.S./I.S. 087 Middle Village,All Grades,2017,All Students,307,312
24Q087,P.S./I.S. 087 Middle Village,All Grades,2018,All Students,313,603
24Q088,P.S. 088 Seneca,All Grades,2013,All Students,470,296
24Q088,P.S. 088 Seneca,All Grades,2014,All Students,456,299
24Q088,P.S. 088 Seneca,All Grades,2015,All Students,479,299
24Q088,P.S. 088 Seneca,All Grades,2016,All Students,477,304
24Q088,P.S. 088 Seneca,All Grades,2017,All Students,468,301
24Q088,P.S. 088 Seneca,All Grades,2018,All Students,450,596
24Q089,P.S. 089 Elmhurst,All Grades,2013,All Students,942,299
24Q089,P.S. 089 Elmhurst,All Grades,2014,All Students,954,301
24Q089,P.S. 089 Elmhurst,All Grades,2015,All Students,949,307
24Q089,P.S. 089 Elmhurst,All Grades,2016,All Students,980,309
24Q089,P.S. 089 Elmhurst,All Grades,2017,All Students,996,308
24Q089,P.S. 089 Elmhurst,All Grades,2018,All Students,989,601
24Q091,P.S. 091 Richard Arkwright,All Grades,2013,All Students,393,298
24Q091,P.S. 091 Richard Arkwright,All Grades,2014,All Students,371,301
24Q091,P.S. 091 Richard Arkwright,All Grades,2015,All Students,358,300
24Q091,P.S. 091 Richard Arkwright,All Grades,2016,All Students,322,307
24Q091,P.S. 091 Richard Arkwright,All Grades,2017,All Students,323,300
24Q091,P.S. 091 Richard Arkwright,All Grades,2018,All Students,308,599
24Q093,I.S. 093 Ridgewood,All Grades,2013,All Students,1176,293
24Q093,I.S. 093 Ridgewood,All Grades,2014,All Students,1108,296
24Q093,I.S. 093 Ridgewood,All Grades,2015,All Students,1097,297
24Q093,I.S. 093 Ridgewood,All Grades,2016,All Students,1055,304
24Q093,I.S. 093 Ridgewood,All Grades,2017,All Students,1035,304
24Q093,I.S. 093 Ridgewood,All Grades,2018,All Students,1005,599
24Q102,P.S. 102 Bayview,All Grades,2013,All Students,783,307
24Q102,P.S. 102 Bayview,All Grades,2014,All Students,792,309
24Q102,P.S. 102 Bayview,All Grades,2015,All Students,806,312
24Q102,P.S. 102 Bayview,All Grades,2016,All Students,845,318
24Q102,P.S. 102 Bayview,All Grades,2017,All Students,844,316
24Q102,P.S. 102 Bayview,All Grades,2018,All Students,869,608
24Q110,P.S. 110,All Grades,2016,All Students,42,296
24Q110,P.S. 110,All Grades,2017,All Students,95,311
24Q110,P.S. 110,All Grades,2018,All Students,225,596
24Q113,P.S./I.S. 113 Anthony J. Pranzo,All Grades,2013,All Students,664,313
24Q113,P.S./I.S. 113 Anthony J. Pranzo,All Grades,2014,All Students,673,311
24Q113,P.S./I.S. 113 Anthony J. Pranzo,All Grades,2015,All Students,654,313
24Q113,P.S./I.S. 113 Anthony J. Pranzo,All Grades,2016,All Students,652,320
24Q113,P.S./I.S. 113 Anthony J. Pranzo,All Grades,2017,All Students,627,320
24Q113,P.S./I.S. 113 Anthony J. Pranzo,All Grades,2018,All Students,606,608
24Q119,I.S. 119 The Glendale,All Grades,2013,All Students,812,316
24Q119,I.S. 119 The Glendale,All Grades,2014,All Students,780,322
24Q119,I.S. 119 The Glendale,All Grades,2015,All Students,768,321
24Q119,I.S. 119 The Glendale,All Grades,2016,All Students,831,327
24Q119,I.S. 119 The Glendale,All Grades,2017,All Students,887,329
24Q119,I.S. 119 The Glendale,All Grades,2018,All Students,909,615
24Q125,I.S. 125 Thom J. McCann Woodside,All Grades,2013,All Students,1548,302
24Q125,I.S. 125 Thom J. McCann Woodside,All Grades,2014,All Students,1608,302
24Q125,I.S. 125 Thom J. McCann Woodside,All Grades,2015,All Students,1405,303
24Q125,I.S. 125 Thom J. McCann Woodside,All Grades,2016,All Students,1319,305
24Q125,I.S. 125 Thom J. McCann Woodside,All Grades,2017,All Students,1341,311
24Q125,I.S. 125 Thom J. McCann Woodside,All Grades,2018,All Students,1346,604
24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",All Grades,2013,All Students,529,320
24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",All Grades,2014,All Students,552,318
24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",All Grades,2015,All Students,577,320
24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",All Grades,2016,All Students,608,327
24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",All Grades,2017,All Students,619,331
24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",All Grades,2018,All Students,642,615
24Q143,P.S. 143 Louis Armstrong,All Grades,2013,All Students,839,287
24Q143,P.S. 143 Louis Armstrong,All Grades,2014,All Students,857,281
24Q143,P.S. 143 Louis Armstrong,All Grades,2015,All Students,897,279
24Q143,P.S. 143 Louis Armstrong,All Grades,2016,All Students,905,288
24Q143,P.S. 143 Louis Armstrong,All Grades,2017,All Students,928,286
24Q143,P.S. 143 Louis Armstrong,All Grades,2018,All Students,787,589
24Q153,P.S. 153 Maspeth Elem,All Grades,2013,All Students,782,310
24Q153,P.S. 153 Maspeth Elem,All Grades,2014,All Students,729,310
24Q153,P.S. 153 Maspeth Elem,All Grades,2015,All Students,735,312
24Q153,P.S. 153 Maspeth Elem,All Grades,2016,All Students,715,317
24Q153,P.S. 153 Maspeth Elem,All Grades,2017,All Students,679,315
24Q153,P.S. 153 Maspeth Elem,All Grades,2018,All Students,626,607
24Q199,P.S. 199 Maurice A. Fitzgerald,All Grades,2013,All Students,397,299
24Q199,P.S. 199 Maurice A. Fitzgerald,All Grades,2014,All Students,362,299
24Q199,P.S. 199 Maurice A. Fitzgerald,All Grades,2015,All Students,519,303
24Q199,P.S. 199 Maurice A. Fitzgerald,All Grades,2016,All Students,555,308
24Q199,P.S. 199 Maurice A. Fitzgerald,All Grades,2017,All Students,544,307
24Q199,P.S. 199 Maurice A. Fitzgerald,All Grades,2018,All Students,461,602
24Q211,Elm Tree Elementary School,All Grades,2017,All Students,40,318
24Q211,Elm Tree Elementary School,All Grades,2018,All Students,91,594
24Q229,P.S. 229 Emanuel Kaplan,All Grades,2013,All Students,779,312
24Q229,P.S. 229 Emanuel Kaplan,All Grades,2014,All Students,773,311
24Q229,P.S. 229 Emanuel Kaplan,All Grades,2015,All Students,628,318
24Q229,P.S. 229 Emanuel Kaplan,All Grades,2016,All Students,615,323
24Q229,P.S. 229 Emanuel Kaplan,All Grades,2017,All Students,635,322
24Q229,P.S. 229 Emanuel Kaplan,All Grades,2018,All Students,642,606
24Q239,P.S. 239,All Grades,2013,All Students,350,290
24Q239,P.S. 239,All Grades,2014,All Students,317,290
24Q239,P.S. 239,All Grades,2015,All Students,308,292
24Q239,P.S. 239,All Grades,2016,All Students,288,299
24Q239,P.S. 239,All Grades,2017,All Students,264,297
24Q239,P.S. 239,All Grades,2018,All Students,250,598
24Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,All Grades,2014,All Students,66,317
24Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,All Grades,2015,All Students,156,315
24Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,All Grades,2016,All Students,203,321
24Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,All Grades,2017,All Students,210,327
24Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,All Grades,2018,All Students,220,611
24Q305,Learners and Leaders,All Grades,2013,All Students,80,296
24Q305,Learners and Leaders,All Grades,2014,All Students,82,293
24Q305,Learners and Leaders,All Grades,2015,All Students,70,305
24Q305,Learners and Leaders,All Grades,2016,All Students,131,310
24Q305,Learners and Leaders,All Grades,2017,All Students,215,304
24Q305,Learners and Leaders,All Grades,2018,All Students,209,604
24Q307,Pioneer Academy,All Grades,2013,All Students,402,296
24Q307,Pioneer Academy,All Grades,2014,All Students,524,291
24Q307,Pioneer Academy,All Grades,2015,All Students,511,295
24Q307,Pioneer Academy,All Grades,2016,All Students,490,299
24Q307,Pioneer Academy,All Grades,2017,All Students,476,299
24Q307,Pioneer Academy,All Grades,2018,All Students,444,597
24Q311,Corona Arts & Sciences Academy,All Grades,2014,All Students,90,294
24Q311,Corona Arts & Sciences Academy,All Grades,2015,All Students,205,295
24Q311,Corona Arts & Sciences Academy,All Grades,2016,All Students,296,303
24Q311,Corona Arts & Sciences Academy,All Grades,2017,All Students,517,298
24Q311,Corona Arts & Sciences Academy,All Grades,2018,All Students,720,594
24Q330,P.S. 330,All Grades,2014,All Students,121,275
24Q330,P.S. 330,All Grades,2015,All Students,179,288
24Q330,P.S. 330,All Grades,2016,All Students,282,300
24Q330,P.S. 330,All Grades,2017,All Students,298,299
24Q330,P.S. 330,All Grades,2018,All Students,358,596
24Q343,The Children's Lab School,All Grades,2018,All Students,78,597
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",All Grades,2013,All Students,107,323
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",All Grades,2014,All Students,108,323
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",All Grades,2015,All Students,90,325
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",All Grades,2016,All Students,109,327
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",All Grades,2017,All Students,129,332
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",All Grades,2018,All Students,159,617
24Q877,The 51 Avenue Academy (The Path To Academic Excell,All Grades,2013,All Students,463,308
24Q877,The 51 Avenue Academy (The Path To Academic Excell,All Grades,2014,All Students,507,305
24Q877,The 51 Avenue Academy (The Path To Academic Excell,All Grades,2015,All Students,525,311
24Q877,The 51 Avenue Academy (The Path To Academic Excell,All Grades,2016,All Students,468,313
24Q877,The 51 Avenue Academy (The Path To Academic Excell,All Grades,2017,All Students,442,311
24Q877,The 51 Avenue Academy (The Path To Academic Excell,All Grades,2018,All Students,435,606
25Q020,P.S. 020 John Bowne,All Grades,2013,All Students,637,303
25Q020,P.S. 020 John Bowne,All Grades,2014,All Students,633,301
25Q020,P.S. 020 John Bowne,All Grades,2015,All Students,667,304
25Q020,P.S. 020 John Bowne,All Grades,2016,All Students,655,314
25Q020,P.S. 020 John Bowne,All Grades,2017,All Students,595,315
25Q020,P.S. 020 John Bowne,All Grades,2018,All Students,544,604
25Q021,P.S. 021 Edward Hart,All Grades,2013,All Students,604,316
25Q021,P.S. 021 Edward Hart,All Grades,2014,All Students,629,316
25Q021,P.S. 021 Edward Hart,All Grades,2015,All Students,618,317
25Q021,P.S. 021 Edward Hart,All Grades,2016,All Students,618,325
25Q021,P.S. 021 Edward Hart,All Grades,2017,All Students,638,322
25Q021,P.S. 021 Edward Hart,All Grades,2018,All Students,668,608
25Q022,P.S. 022 Thomas Jefferson,All Grades,2013,All Students,342,314
25Q022,P.S. 022 Thomas Jefferson,All Grades,2014,All Students,340,313
25Q022,P.S. 022 Thomas Jefferson,All Grades,2015,All Students,340,312
25Q022,P.S. 022 Thomas Jefferson,All Grades,2016,All Students,382,319
25Q022,P.S. 022 Thomas Jefferson,All Grades,2017,All Students,388,317
25Q022,P.S. 022 Thomas Jefferson,All Grades,2018,All Students,403,608
25Q024,P.S. 024 Andrew Jackson,All Grades,2013,All Students,447,314
25Q024,P.S. 024 Andrew Jackson,All Grades,2014,All Students,467,311
25Q024,P.S. 024 Andrew Jackson,All Grades,2015,All Students,507,311
25Q024,P.S. 024 Andrew Jackson,All Grades,2016,All Students,534,321
25Q024,P.S. 024 Andrew Jackson,All Grades,2017,All Students,521,323
25Q024,P.S. 024 Andrew Jackson,All Grades,2018,All Students,540,610
25Q025,I.S. 025 Adrien Block,All Grades,2013,All Students,784,312
25Q025,I.S. 025 Adrien Block,All Grades,2014,All Students,721,316
25Q025,I.S. 025 Adrien Block,All Grades,2015,All Students,754,314
25Q025,I.S. 025 Adrien Block,All Grades,2016,All Students,774,319
25Q025,I.S. 025 Adrien Block,All Grades,2017,All Students,870,319
25Q025,I.S. 025 Adrien Block,All Grades,2018,All Students,949,610
25Q029,P.S. 029 Queens,All Grades,2013,All Students,294,301
25Q029,P.S. 029 Queens,All Grades,2014,All Students,329,297
25Q029,P.S. 029 Queens,All Grades,2015,All Students,355,298
25Q029,P.S. 029 Queens,All Grades,2016,All Students,341,305
25Q029,P.S. 029 Queens,All Grades,2017,All Students,319,303
25Q029,P.S. 029 Queens,All Grades,2018,All Students,337,604
25Q032,P.S. 032 State Street,All Grades,2013,All Students,402,325
25Q032,P.S. 032 State Street,All Grades,2014,All Students,455,323
25Q032,P.S. 032 State Street,All Grades,2015,All Students,452,320
25Q032,P.S. 032 State Street,All Grades,2016,All Students,451,326
25Q032,P.S. 032 State Street,All Grades,2017,All Students,433,324
25Q032,P.S. 032 State Street,All Grades,2018,All Students,430,613
25Q079,P.S. 079 Francis Lewis,All Grades,2013,All Students,392,310
25Q079,P.S. 079 Francis Lewis,All Grades,2014,All Students,414,315
25Q079,P.S. 079 Francis Lewis,All Grades,2015,All Students,453,319
25Q079,P.S. 079 Francis Lewis,All Grades,2016,All Students,481,327
25Q079,P.S. 079 Francis Lewis,All Grades,2017,All Students,497,330
25Q079,P.S. 079 Francis Lewis,All Grades,2018,All Students,526,615
25Q107,P.S. 107 Thomas A Dooley,All Grades,2013,All Students,439,310
25Q107,P.S. 107 Thomas A Dooley,All Grades,2014,All Students,423,309
25Q107,P.S. 107 Thomas A Dooley,All Grades,2015,All Students,408,306
25Q107,P.S. 107 Thomas A Dooley,All Grades,2016,All Students,429,312
25Q107,P.S. 107 Thomas A Dooley,All Grades,2017,All Students,411,318
25Q107,P.S. 107 Thomas A Dooley,All Grades,2018,All Students,379,608
25Q120,P.S. 120 Queens,All Grades,2013,All Students,408,307
25Q120,P.S. 120 Queens,All Grades,2014,All Students,411,302
25Q120,P.S. 120 Queens,All Grades,2015,All Students,453,305
25Q120,P.S. 120 Queens,All Grades,2016,All Students,491,306
25Q120,P.S. 120 Queens,All Grades,2017,All Students,495,304
25Q120,P.S. 120 Queens,All Grades,2018,All Students,468,602
25Q129,P.S. 129 Patricia Larkin,All Grades,2013,All Students,449,310
25Q129,P.S. 129 Patricia Larkin,All Grades,2014,All Students,467,310
25Q129,P.S. 129 Patricia Larkin,All Grades,2015,All Students,445,316
25Q129,P.S. 129 Patricia Larkin,All Grades,2016,All Students,499,318
25Q129,P.S. 129 Patricia Larkin,All Grades,2017,All Students,491,319
25Q129,P.S. 129 Patricia Larkin,All Grades,2018,All Students,519,609
25Q130,P.S. 130,All Grades,2013,All Students,71,322
25Q130,P.S. 130,All Grades,2014,All Students,52,311
25Q130,P.S. 130,All Grades,2015,All Students,57,305
25Q130,P.S. 130,All Grades,2016,All Students,46,322
25Q130,P.S. 130,All Grades,2017,All Students,58,330
25Q130,P.S. 130,All Grades,2018,All Students,119,613
25Q154,P.S. 154 Queens,All Grades,2013,All Students,300,307
25Q154,P.S. 154 Queens,All Grades,2014,All Students,323,303
25Q154,P.S. 154 Queens,All Grades,2015,All Students,342,304
25Q154,P.S. 154 Queens,All Grades,2016,All Students,336,313
25Q154,P.S. 154 Queens,All Grades,2017,All Students,308,316
25Q154,P.S. 154 Queens,All Grades,2018,All Students,308,608
25Q163,P.S. 163 Flushing Heights,All Grades,2013,All Students,268,313
25Q163,P.S. 163 Flushing Heights,All Grades,2014,All Students,262,312
25Q163,P.S. 163 Flushing Heights,All Grades,2015,All Students,268,313
25Q163,P.S. 163 Flushing Heights,All Grades,2016,All Students,272,319
25Q163,P.S. 163 Flushing Heights,All Grades,2017,All Students,305,319
25Q163,P.S. 163 Flushing Heights,All Grades,2018,All Students,310,609
25Q164,P.S. 164 Queens Valley,All Grades,2013,All Students,399,314
25Q164,P.S. 164 Queens Valley,All Grades,2014,All Students,388,314
25Q164,P.S. 164 Queens Valley,All Grades,2015,All Students,383,316
25Q164,P.S. 164 Queens Valley,All Grades,2016,All Students,387,322
25Q164,P.S. 164 Queens Valley,All Grades,2017,All Students,437,319
25Q164,P.S. 164 Queens Valley,All Grades,2018,All Students,443,606
25Q165,P.S. 165 Edith K. Bergtraum,All Grades,2013,All Students,283,315
25Q165,P.S. 165 Edith K. Bergtraum,All Grades,2014,All Students,292,310
25Q165,P.S. 165 Edith K. Bergtraum,All Grades,2015,All Students,276,307
25Q165,P.S. 165 Edith K. Bergtraum,All Grades,2016,All Students,326,319
25Q165,P.S. 165 Edith K. Bergtraum,All Grades,2017,All Students,337,319
25Q165,P.S. 165 Edith K. Bergtraum,All Grades,2018,All Students,329,607
25Q169,P.S. 169 Bay Terrace,All Grades,2013,All Students,159,317
25Q169,P.S. 169 Bay Terrace,All Grades,2014,All Students,164,314
25Q169,P.S. 169 Bay Terrace,All Grades,2015,All Students,161,315
25Q169,P.S. 169 Bay Terrace,All Grades,2016,All Students,178,319
25Q169,P.S. 169 Bay Terrace,All Grades,2017,All Students,192,315
25Q169,P.S. 169 Bay Terrace,All Grades,2018,All Students,188,608
25Q184,P.S. 184 Flushing Manor,All Grades,2013,All Students,254,313
25Q184,P.S. 184 Flushing Manor,All Grades,2014,All Students,242,311
25Q184,P.S. 184 Flushing Manor,All Grades,2015,All Students,242,316
25Q184,P.S. 184 Flushing Manor,All Grades,2016,All Students,245,325
25Q184,P.S. 184 Flushing Manor,All Grades,2017,All Students,236,326
25Q184,P.S. 184 Flushing Manor,All Grades,2018,All Students,237,612
25Q185,J.H.S. 185 Edward Bleeker,All Grades,2013,All Students,1340,308
25Q185,J.H.S. 185 Edward Bleeker,All Grades,2014,All Students,1463,310
25Q185,J.H.S. 185 Edward Bleeker,All Grades,2015,All Students,1455,312
25Q185,J.H.S. 185 Edward Bleeker,All Grades,2016,All Students,1471,319
25Q185,J.H.S. 185 Edward Bleeker,All Grades,2017,All Students,1426,321
25Q185,J.H.S. 185 Edward Bleeker,All Grades,2018,All Students,1431,609
25Q189,J.H.S. 189 Daniel Carter Beard,All Grades,2013,All Students,767,297
25Q189,J.H.S. 189 Daniel Carter Beard,All Grades,2014,All Students,711,296
25Q189,J.H.S. 189 Daniel Carter Beard,All Grades,2015,All Students,637,298
25Q189,J.H.S. 189 Daniel Carter Beard,All Grades,2016,All Students,649,305
25Q189,J.H.S. 189 Daniel Carter Beard,All Grades,2017,All Students,669,308
25Q189,J.H.S. 189 Daniel Carter Beard,All Grades,2018,All Students,704,600
25Q193,P.S. 193 Alfred J. Kennedy,All Grades,2013,All Students,201,314
25Q193,P.S. 193 Alfred J. Kennedy,All Grades,2014,All Students,195,315
25Q193,P.S. 193 Alfred J. Kennedy,All Grades,2015,All Students,183,313
25Q193,P.S. 193 Alfred J. Kennedy,All Grades,2016,All Students,219,320
25Q193,P.S. 193 Alfred J. Kennedy,All Grades,2017,All Students,248,325
25Q193,P.S. 193 Alfred J. Kennedy,All Grades,2018,All Students,254,609
25Q194,J.H.S. 194 William Carr,All Grades,2013,All Students,1060,312
25Q194,J.H.S. 194 William Carr,All Grades,2014,All Students,1027,312
25Q194,J.H.S. 194 William Carr,All Grades,2015,All Students,1023,309
25Q194,J.H.S. 194 William Carr,All Grades,2016,All Students,1054,317
25Q194,J.H.S. 194 William Carr,All Grades,2017,All Students,1118,319
25Q194,J.H.S. 194 William Carr,All Grades,2018,All Students,1178,608
25Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,All Grades,2013,All Students,321,303
25Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,All Grades,2014,All Students,287,301
25Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,All Grades,2015,All Students,292,303
25Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,All Grades,2016,All Students,290,309
25Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,All Grades,2017,All Students,291,313
25Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,All Grades,2018,All Students,314,605
25Q201,P.S. 201 The Discovery School for Inquiry and Rese,All Grades,2013,All Students,197,300
25Q201,P.S. 201 The Discovery School for Inquiry and Rese,All Grades,2014,All Students,206,297
25Q201,P.S. 201 The Discovery School for Inquiry and Rese,All Grades,2015,All Students,197,300
25Q201,P.S. 201 The Discovery School for Inquiry and Rese,All Grades,2016,All Students,181,302
25Q201,P.S. 201 The Discovery School for Inquiry and Rese,All Grades,2017,All Students,183,298
25Q201,P.S. 201 The Discovery School for Inquiry and Rese,All Grades,2018,All Students,180,597
25Q209,P.S. 209 Clearview Gardens,All Grades,2013,All Students,310,323
25Q209,P.S. 209 Clearview Gardens,All Grades,2014,All Students,305,320
25Q209,P.S. 209 Clearview Gardens,All Grades,2015,All Students,329,324
25Q209,P.S. 209 Clearview Gardens,All Grades,2016,All Students,308,326
25Q209,P.S. 209 Clearview Gardens,All Grades,2017,All Students,288,328
25Q209,P.S. 209 Clearview Gardens,All Grades,2018,All Students,242,611
